VendorNumber,VendorName,Brand,Description,PurchasePrice,Volume,ActualPrice,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesPrice,TotalSalesDollars,TotalExciseTax,TotalSalesQuantity,FreightCost
660,SAZERAC NORTH AMERICA INC.,3970,El Toro Gold,6.78,750.0,9.29,7949,53894.22,44554.84,72164.72,6120.05,7768.0,17932.33
12546,JIM BEAM BRANDS COMPANY,3910,Hornitos Plata Tequila,8.84,375.0,11.49,6093,53862.12,58294.49,73886.21,2439.53,6229.0,123880.97
9165,ULTRA BEVERAGE COMPANY LLP,934,Tanteo Jalapeno Tequila,26.08,750.0,35.99,2065,53855.2,55957.09,74696.1,1568.71,1990.0,68054.7
4425,MARTIGNETTI COMPANIES,21469,St Supery Cab Svgn,19.6,750.0,29.99,2745,53802.0,60983.21,95233.54,326.81,2946.0,144929.24
653,STATE WINE & SPIRITS,463,Kirk & Sweeney 12Yr Old Rum,24.63,750.0,33.99,2182,53742.66,57706.81,69477.3,1632.71,2070.0,8014.98
8004,SAZERAC CO INC,5197,Southern Comfort,5.75,375.0,8.99,9343,53722.25,43313.69,78594.79,3659.41,9321.0,50293.62
3960,DIAGEO NORTH AMERICA INC,1657,Dalwhinnie Distillers Edtion,51.46,750.0,69.99,1042,53621.32,53822.31,70899.87,798.58,1013.0,257032.07
3924,HEAVEN HILL DISTILLERIES,4176,Blackheart Spiced Rum,8.02,750.0,10.99,6680,53573.6,55411.04,76507.54,5237.79,6646.0,14069.87
7153,PINE STATE TRADING CO,24840,Honig Svgn Bl Napa,8.44,750.0,13.99,6332,53442.08,40942.5,81443.11,588.66,5289.0,15884.82
4425,MARTIGNETTI COMPANIES,46985,Rodney Strong Cab Svgn Alexa,15.75,750.0,22.99,3393,53439.75,36386.76,66305.07,310.28,2793.0,144929.24
3252,E & J GALLO WINERY,10420,Barefoot Moscato Cal,3.35,750.0,6.29,15927,53355.45,41885.28,93955.78,1783.61,15992.0,61966.91
1392,CONSTELLATION BRANDS INC,6183,Clos du Bois Svgn Bl N Cst,5.99,750.0,8.99,8904,53334.96,39002.04,81789.09,968.11,8691.0,79528.99
8004,SAZERAC CO INC,2957,Glenfarclas 12-Yr Scotch,25.89,750.0,35.99,2060,53333.4,55028.94,73143.96,1580.01,2004.0,50293.62
12546,JIM BEAM BRANDS COMPANY,1395,Old Crow,5.88,750.0,8.99,9066,53308.08,56148.02,75297.0,7093.59,9000.0,123880.97
653,STATE WINE & SPIRITS,21100,Robert Hall 13 Syrah,9.39,750.0,13.99,5676,53297.64,31953.16,74720.59,595.94,5341.0,8014.98
11567,CAMPARI AMERICA,5142,Carolans Irish Cream,17.45,1750.0,26.49,3053,53274.85,69949.09,94657.74,7216.93,3926.0,20964.81
4425,MARTIGNETTI COMPANIES,26016,Kuleto Native Son Napa Red,9.45,750.0,13.99,5629,53194.05,31365.58,76175.55,608.04,5445.0,144929.24
17035,PERNOD RICARD USA,904,Malibu Rum,12.22,1000.0,17.99,4349,53144.78,37030.11,76795.66,4550.7,4334.0,123780.22
3960,DIAGEO NORTH AMERICA INC,2862,Pinch 15-Yr by Haig & Haig,27.68,750.0,35.99,1919,53117.92,53592.4,67732.56,1454.35,1844.0,257032.07
17035,PERNOD RICARD USA,5739,Malibu Rum,1.53,50.0,1.99,34717,53117.01,20893.01,67076.93,1751.62,33707.0,123780.22
9165,ULTRA BEVERAGE COMPANY LLP,2734,Nikka Pure Malt whiskey,54.75,750.0,68.99,970,53107.5,43558.6,49549.72,574.44,728.0,68054.7
3960,DIAGEO NORTH AMERICA INC,3607,Smirnoff Citrus Vodka,0.72,50.0,0.99,73746,53097.12,14578.74,72710.55,3840.4,73445.0,257032.07
12546,JIM BEAM BRANDS COMPANY,2926,Teachers Highland Cream,21.87,1750.0,27.99,2427,53078.49,47273.27,65934.69,4285.06,2331.0,123880.97
90056,SWEET BABY VINEYARD,16669,Sweet Baby Vyds Blueberry,8.55,750.0,12.99,6206,53061.3,46504.2,70912.41,605.2,5459.0,703.64
9552,M S WALKER INC,27042,Luna di Luna Chard/Pnt Grigo,6.53,750.0,9.99,8122,53036.66,39850.48,79616.07,889.53,7993.0,55551.82
8673,STE MICHELLE WINE ESTATES,39750,Red Diamond Merlot Wash,5.13,750.0,11.99,10313,52905.69,36971.7,90029.24,1160.16,10396.0,15919.7
12546,JIM BEAM BRANDS COMPANY,2254,Canadian Club Triple Aged,10.31,750.0,14.99,5129,52879.99,51425.5,68543.69,4045.03,5131.0,123880.97
11567,CAMPARI AMERICA,3918,Cabo Wabo Anejo Tequila,33.07,750.0,42.99,1599,52878.93,58913.57,66420.86,1194.69,1514.0,20964.81
9552,M S WALKER INC,25567,Saddleback Clrs 11 Cab Svgn,24.67,750.0,37.99,2142,52843.14,20552.59,41181.16,120.69,1084.0,55551.82
10754,PERFECTA WINES,2547,WhistlePig 10Yr Straight Rye,5.18,50.0,6.99,10193,52799.74,28512.21,54165.51,397.11,7749.0,28720.52
10754,PERFECTA WINES,8048,Coole Swan Irish Cream,20.73,750.0,27.99,2544,52737.12,26187.6,46856.34,1470.07,1866.0,28720.52
3252,E & J GALLO WINERY,25808,Edna Valley Chard,7.84,750.0,11.99,6719,52676.96,32989.8,74889.73,716.41,6427.0,61966.91
4425,MARTIGNETTI COMPANIES,13662,Duckhorn Decoy Svgn Bl,9.43,750.0,14.99,5578,52600.54,36413.36,82049.56,531.56,4768.0,144929.24
9552,M S WALKER INC,1727,West Cork Irish Whiskey,17.05,750.0,24.99,3085,52599.25,48202.08,59329.02,2127.77,2698.0,55551.82
2561,EDRINGTON AMERICAS,2512,The Macallan 12 Yr Old,25.36,375.0,34.99,2072,52545.92,46221.79,64066.69,717.62,1831.0,9654.5
12546,JIM BEAM BRANDS COMPANY,1515,Old Overholt,10.14,750.0,15.99,5180,52525.2,42541.43,73156.57,3736.53,4743.0,123880.97
17035,PERNOD RICARD USA,2521,Jameson Gold Rsv,69.22,750.0,89.99,757,52399.54,56624.0,67632.83,565.66,717.0,123780.22
4425,MARTIGNETTI COMPANIES,26762,Chalk Hill Pnt Nr Sonoma Cst,9.72,750.0,14.49,5389,52381.08,11556.29,51414.2,384.85,3430.0,144929.24
1273,CALEDONIA SPIRITS INC,2828,Tom Cat Barrel Aged Gin,33.81,750.0,46.99,1548,52337.88,43649.41,56959.48,986.83,1252.0,1319.77
3252,E & J GALLO WINERY,6529,W Hill Cab Svgn Napa,23.17,750.0,34.99,2257,52294.69,49335.9,74948.58,237.28,2142.0,61966.91
12546,JIM BEAM BRANDS COMPANY,1309,Makers Mark Cask Strength,44.44,750.0,59.99,1176,52261.44,37029.97,55872.9,717.39,910.0,123880.97
1485,CASTLE BRANDS CORP.,8485,Gozio Amaretto,13.23,750.0,18.99,3947,52218.81,58818.77,80290.93,3473.99,4407.0,8497.59
3664,WILLIAM GRANT & SONS INC,3476,Reyka Vodka,15.5,750.0,19.99,3368,52204.0,64273.18,81445.84,3087.67,3916.0,30234.42
3252,E & J GALLO WINERY,34825,J Vineyards Pnt Gris,9.73,750.0,19.99,5362,52172.26,32949.51,70290.35,586.67,5265.0,61966.91
1392,CONSTELLATION BRANDS INC,26817,Ravenswood Vntrs Blnd Merlot,5.47,750.0,7.99,9532,52140.04,32889.3,71148.67,1040.9,9333.0,79528.99
5992,MCCORMICK DISTILLING CO,3663,Tarantula Azul Tequila,10.76,750.0,13.99,4845,52132.2,47803.83,66438.51,3742.52,4749.0,1567.85
3960,DIAGEO NORTH AMERICA INC,1989,Johnnie Walker Black Tin,25.36,750.0,34.99,2054,52089.44,45550.83,72877.5,1536.66,1950.0,257032.07
17035,PERNOD RICARD USA,8050,Absolut Mandrin,12.77,750.0,16.99,4076,52050.52,59251.2,78169.4,3516.86,4460.0,123780.22
7245,PROXIMO SPIRITS INC.,5714,Jose Cuervo Lime Margarita,7.14,200.0,9.99,7288,52036.32,47902.05,72707.22,1528.38,7278.0,38994.78
480,BACARDI USA INC,2258,Dewars Special Reserve 12 Yr,9.77,375.0,16.99,5326,52035.02,47049.96,66365.5,1901.2,4850.0,89286.27
4425,MARTIGNETTI COMPANIES,25138,Terlatto & Chapoutier Shiraz,13.79,750.0,19.99,3773,52029.67,24087.95,60869.55,340.16,3045.0,144929.24
12546,JIM BEAM BRANDS COMPANY,661,Red Stag by Jim Beam,9.99,750.0,16.99,5207,52017.93,70366.86,90718.47,4693.62,5953.0,123880.97
9165,ULTRA BEVERAGE COMPANY LLP,21329,Masi Campofiorin,10.52,750.0,17.99,4939,51958.28,36050.74,75564.46,531.08,4766.0,68054.7
4466,AMERICAN VINTAGE BEVERAGE,3140,TGI Fridays Orange Dream,11.19,1750.0,14.99,4640,51921.6,30071.85,50531.1,7149.25,3890.0,793.91
516,BANFI PRODUCTS CORP,10874,Cantine Maschio Prosecco Brt,7.53,750.0,10.99,6891,51889.23,30391.75,75899.9,760.48,6810.0,8510.41
11567,CAMPARI AMERICA,8408,Wild Turkey American Honey,22.21,1750.0,29.99,2336,51882.56,68014.46,92830.69,4653.02,2531.0,20964.81
2000,SOUTHERN WINE & SPIRITS NE,30602,Zardetto Prosecco Conegliano,8.27,750.0,12.99,6269,51844.63,39857.29,79471.73,670.76,6027.0,19016.59
9552,M S WALKER INC,46476,Tilia Malbec Mendoza,6.89,750.0,9.99,7519,51805.91,44140.74,88866.76,971.6,8724.0,55551.82
3960,DIAGEO NORTH AMERICA INC,4363,Capt Morgan Black Spiced Rum,23.73,1750.0,32.99,2180,51731.4,62812.96,76668.76,4273.41,2324.0,257032.07
1587,VINEYARD BRANDS INC,24634,Marques de Caceres RSV Red,10.27,750.0,16.99,5030,51658.1,41265.92,77100.85,502.16,4515.0,6070.09
7153,PINE STATE TRADING CO,25883,Honig Cab Svgn Napa,24.82,750.0,36.99,2081,51650.42,45041.92,83399.58,249.27,2242.0,15884.82
480,BACARDI USA INC,8653,M & R Extra Dry Vermouth,3.53,375.0,5.29,14627,51633.31,48064.94,77345.09,838.99,14621.0,89286.27
6359,OLE SMOKY DISTILLERY LLC,1725,Ole Smoky White Lightnin',14.17,750.0,19.99,3638,51550.46,55131.8,70589.65,2944.94,3735.0,1922.0
480,BACARDI USA INC,4075,Bacardi Pineapple Fusion,15.87,1750.0,19.99,3247,51529.89,55226.52,70123.54,5967.96,3246.0,89286.27
2242,DELICATO VINEYARDS INC,16441,Bota Box RedVolution,10.96,3000.0,17.99,4700,51512.0,62422.21,84026.42,2051.1,4558.0,7982.65
8673,STE MICHELLE WINE ESTATES,28138,Columbia Crest Grand Chard,6.16,750.0,8.99,8360,51497.6,34454.31,99272.13,1163.7,10411.0,15919.7
9552,M S WALKER INC,25577,Parducci 13 True Grit Cab Sv,9.45,750.0,13.99,5442,51426.9,24048.81,76133.58,609.53,5442.0,55551.82
3960,DIAGEO NORTH AMERICA INC,3595,Smirnoff Blue 100 Proof,12.02,750.0,15.99,4278,51421.56,56668.56,74401.47,3668.46,4653.0,257032.07
17035,PERNOD RICARD USA,5759,Malibu Tropical Banana Rum,9.44,750.0,11.99,5441,51363.04,42077.68,62351.02,3780.95,4798.0,123780.22
9165,ULTRA BEVERAGE COMPANY LLP,25554,Brotte Espirit CdR,9.14,750.0,13.99,5612,51293.68,15654.46,42674.68,596.25,5332.0,68054.7
516,BANFI PRODUCTS CORP,6234,C Y Toro Front Cab/Merlot,4.54,1500.0,7.99,11276,51193.04,44818.48,92977.79,2255.65,10071.0,8510.41
8352,LUXCO INC,5348,St Brendans Irish Cream,7.85,750.0,11.99,6511,51111.35,53350.16,75099.5,4926.63,6250.0,10261.6
2496,DUGGANS DISTILLED PRODUCTS,3709,Aslanoff Vodka,10.52,1750.0,13.99,4858,51106.16,24230.68,43075.21,5658.6,3079.0,939.27
8004,SAZERAC CO INC,3758,Margaritaville Gold Tequila,14.59,1750.0,22.99,3492,50948.28,57320.7,72632.29,6381.44,3471.0,50293.62
4425,MARTIGNETTI COMPANIES,5375,Petrone Limoncello,14.72,750.0,18.99,3460,50931.2,53817.07,68301.82,2694.85,3418.0,144929.24
12546,JIM BEAM BRANDS COMPANY,1366,Red Stag by Jim Beam,0.93,50.0,1.29,54506,50690.58,13650.78,69901.23,2834.95,54187.0,123880.97
17035,PERNOD RICARD USA,1880,The Glenlivet Nadurra 16 Yr,46.71,750.0,63.99,1085,50680.35,69598.11,81684.38,916.69,1162.0,123780.22
660,SAZERAC NORTH AMERICA INC.,8118,Mr Boston Blackberry Brandy,4.54,750.0,6.99,11159,50661.86,44640.97,69280.19,8731.26,11081.0,17932.33
10754,PERFECTA WINES,10443,Charles Smith Kung Fu Girl R,6.5,750.0,11.99,7791,50641.5,40685.17,86163.09,840.57,7541.0,28720.52
1392,CONSTELLATION BRANDS INC,42413,R M Woodbridge Rsl,5.84,1500.0,8.99,8670,50632.8,45530.86,84854.38,1868.85,8362.0,79528.99
9815,WINE GROUP INC,41714,Fish Eye Pnt Grigio,3.22,750.0,4.99,15720,50618.4,36680.22,84071.33,1747.38,15667.0,27100.41
9165,ULTRA BEVERAGE COMPANY LLP,37821,Frescobaldi Sangiovese Remo,4.6,750.0,10.99,11000,50600.0,22294.04,79406.29,1251.85,11171.0,68054.7
3252,E & J GALLO WINERY,28890,Peter Vella Wh Znfdl Cal,9.99,5000.0,14.99,5063,50579.37,48102.91,75144.87,3759.75,5013.0,61966.91
5270,MANGO BOTTLING INC,7917,Tooters Ala-Bama Slama 15 Pk,6.92,375.0,9.99,7300,50516.0,29409.67,62041.76,2681.25,6824.0,1034.42
12546,JIM BEAM BRANDS COMPANY,1484,Knob Creek Rye,46.82,1750.0,60.99,1077,50425.14,33143.14,36883.48,1199.12,652.0,123880.97
17035,PERNOD RICARD USA,8131,Lillet White French Aperiti,10.38,750.0,17.99,4853,50374.14,55103.37,86729.79,534.79,4821.0,123780.22
3252,E & J GALLO WINERY,35862,Allegrini Palazzo Della Tor,13.6,750.0,19.99,3702,50347.2,34456.65,67061.21,376.2,3379.0,61966.91
653,STATE WINE & SPIRITS,2810,Bib & Tucker Bourbon,43.74,750.0,59.99,1151,50344.74,42160.47,56269.95,792.23,1005.0,8014.98
4425,MARTIGNETTI COMPANIES,211,Cold River Gin,19.83,750.0,24.99,2534,50249.22,54607.63,70184.08,1964.98,2492.0,144929.24
9819,TREASURY WINE ESTATES,33037,Beringer Fndrs Est Cab Svgn,10.88,1500.0,15.99,4615,50211.2,50220.66,82337.81,1008.05,4519.0,14836.57
8892,TRINCHERO FAMILY ESTATES,14054,Seaglass Rsl,6.07,750.0,8.99,8271,50204.97,37128.7,74203.46,919.11,8254.0,11595.97
4425,MARTIGNETTI COMPANIES,2259,Redemption Rye Whiskey,22.89,750.0,29.99,2193,50197.77,32709.48,43224.45,1304.6,1655.0,144929.24
480,BACARDI USA INC,5230,Bacardi Party Drinks Bahama,9.92,1750.0,12.99,5047,50066.24,51046.89,72655.53,9276.59,5047.0,89286.27
12546,JIM BEAM BRANDS COMPANY,8819,Leroux Blackberry Brandy,5.1,750.0,6.99,9810,50031.0,45973.4,73185.61,7751.51,9839.0,123880.97
3252,E & J GALLO WINERY,17876,Darkhorse Cab Svgn,5.33,750.0,7.99,9368,49931.44,32511.31,73340.21,1023.94,9179.0,61966.91
7153,PINE STATE TRADING CO,22963,Phillipine de St-Cyrille CdP,16.55,750.0,24.99,3014,49881.7,42448.23,70569.12,309.44,2788.0,15884.82
480,BACARDI USA INC,4204,Bacardi Coco Rum,7.74,750.0,11.99,6438,49830.12,42292.85,72356.79,5138.19,6521.0,89286.27
7153,PINE STATE TRADING CO,25832,Dry Creek Fume Bl Sonoma,6.53,750.0,11.99,7630,49823.9,40070.6,78827.57,806.09,7243.0,15884.82
480,BACARDI USA INC,8154,Cazadores Reposado Tequila,16.05,750.0,21.99,3104,49819.2,46834.17,67818.81,2379.54,3019.0,89286.27
9552,M S WALKER INC,31356,Justin Isosceles Paso Roble,54.41,750.0,79.99,915,49785.15,24076.99,39755.03,55.23,497.0,55551.82
9165,ULTRA BEVERAGE COMPANY LLP,6126,Sogno di Sorrento Crema Lem,18.11,750.0,28.99,2747,49748.17,52829.4,74619.62,2079.22,2638.0,68054.7
9819,TREASURY WINE ESTATES,19735,Beringer Quantum Red Napa Vl,41.93,750.0,64.99,1185,49687.05,8392.26,31159.68,115.61,1032.0,14836.57
9165,ULTRA BEVERAGE COMPANY LLP,5962,Vermont Ice Maple Creme,17.26,750.0,23.99,2874,49605.24,46126.03,62893.11,2040.95,2589.0,68054.7
12546,JIM BEAM BRANDS COMPANY,8103,Sauza Gold Tequila,0.77,50.0,0.99,64416,49600.32,11432.52,62902.62,3327.52,63538.0,123880.97
17035,PERNOD RICARD USA,5875,Malibu Light Bl Hawaiian RTD,12.22,1750.0,16.99,4056,49564.32,55167.87,73573.73,7402.97,4027.0,123780.22
1128,BROWN-FORMAN CORP,1982,Herradura Silver Tequila,15.82,375.0,21.99,3133,49564.06,35296.35,44534.09,975.24,2491.0,68601.68
9625,WESTERN SPIRITS BEVERAGE CO,1226,Lexington Bourbon,19.99,750.0,29.99,2475,49475.25,51293.53,61932.28,1949.79,2472.0,1933.19
17035,PERNOD RICARD USA,6232,Avion Reserva 44 Extra Anejo,105.26,750.0,139.99,470,49472.2,35107.29,37427.11,228.15,289.0,123780.22
3960,DIAGEO NORTH AMERICA INC,1068,Capt Morgan Jack O Blast,11.44,750.0,14.99,4318,49397.92,18692.53,64651.87,3395.77,4313.0,257032.07
1392,CONSTELLATION BRANDS INC,29212,R Mondavi Merlot Pvt Sel,4.59,750.0,7.99,10761,49392.99,40722.01,85846.59,1141.6,10248.0,79528.99
10754,PERFECTA WINES,33731,Hopler Gruner Veltliner,7.48,750.0,12.99,6585,49255.8,33288.37,71124.66,639.09,5734.0,28720.52
1128,BROWN-FORMAN CORP,5197,Southern Comfort,5.75,375.0,8.99,8555,49191.25,42506.68,72706.21,3406.38,8679.0,68601.68
9819,TREASURY WINE ESTATES,35959,Stags Leap Winery Cab Svgn,32.46,750.0,49.99,1512,49079.52,45351.75,71526.92,145.09,1308.0,14836.57
1392,CONSTELLATION BRANDS INC,27835,Wild Horse CC Pnt Nr,9.14,750.0,14.99,5365,49036.1,54032.26,106295.54,717.29,6446.0,79528.99
3252,E & J GALLO WINERY,8361,Carlo Rossi Chablis Calif,10.06,4000.0,14.99,4873,49022.38,47997.98,73331.08,2935.2,4892.0,61966.91
17035,PERNOD RICARD USA,290,Aberlour A'Bunadh Sngle Malt,39.05,750.0,49.99,1254,48968.7,55222.48,63976.26,689.57,874.0,123780.22
1590,DIAGEO CHATEAU ESTATE WINES,39348,Sterling Vintners Cltn Pnt N,6.5,750.0,9.95,7529,48938.5,54299.18,109708.45,1108.49,9955.0,7259.75
8892,TRINCHERO FAMILY ESTATES,6861,Sutter Home Clsc Wh Znfdl,4.13,187.0,5.99,11838,48890.94,35940.0,70945.56,342.27,11844.0,11595.97
516,BANFI PRODUCTS CORP,8232,Riunite Lambrusco,6.24,1500.0,8.99,7826,48834.24,39132.19,65995.46,1731.41,7754.0,8510.41
10754,PERFECTA WINES,14551,Cava Mistinguett Brut,5.29,750.0,15.99,9224,48794.96,22523.81,86403.86,1212.2,10814.0,28720.52
8112,MOET HENNESSY USA INC,1086,Hennessy VSOP Privilege VAP,37.29,750.0,46.99,1308,48775.32,19171.92,50185.32,841.12,1068.0,48347.26
9552,M S WALKER INC,11460,Freemark Abbey Cab Svgn Napa,27.02,750.0,39.99,1805,48771.1,38642.47,67475.35,184.97,1665.0,55551.82
4380,CHARLES JACQUIN ET CIE INC,5137,Irish Manor Irish Cream,6.61,750.0,9.99,7371,48722.31,48093.38,69375.75,5535.89,7025.0,1675.39
4425,MARTIGNETTI COMPANIES,14363,Educated Guess Cab Svgn Napa,13.51,750.0,20.99,3606,48717.06,46190.9,85683.5,394.79,3550.0,144929.24
7153,PINE STATE TRADING CO,45496,Conquista Malbec Mendoza,5.29,750.0,8.99,9209,48715.61,35698.95,73048.91,1019.42,9149.0,15884.82
7153,PINE STATE TRADING CO,39691,Smith & Hook Lucia Cab Svgn,13.79,750.0,21.99,3532,48706.28,40736.24,73005.35,373.88,3365.0,15884.82
7153,PINE STATE TRADING CO,2030,Glen Moray 12 Yr Scotch,23.48,750.0,30.99,2073,48674.04,50890.44,62073.77,1595.33,2023.0,15884.82
3960,DIAGEO NORTH AMERICA INC,3547,Ketel One Vodka,2.2,50.0,2.79,22113,48648.6,15163.65,59979.42,1122.03,21498.0,257032.07
10754,PERFECTA WINES,3703,OuterSpace Vodka,4.64,50.0,5.99,10480,48627.2,14513.77,58162.9,506.26,9710.0,28720.52
6785,PALM BAY INTERNATIONAL INC,6651,Rocca Delle Macie Chianti C,7.79,750.0,12.99,6239,48601.81,45447.67,78422.24,697.26,6276.0,13605.41
516,BANFI PRODUCTS CORP,18142,Banfi Brunello Montalcino,40.4,750.0,59.99,1203,48601.2,59779.41,111974.13,209.78,1887.0,8510.41
12546,JIM BEAM BRANDS COMPANY,3919,Hornitos Reposado Tequila,8.45,375.0,12.99,5750,48587.5,53764.33,66193.28,2181.4,5572.0,123880.97
6213,MHW LTD,5259,Blue Chair Bay Coconut Rum,13.38,750.0,16.99,3631,48582.78,42267.52,61308.46,2800.62,3554.0,9621.58
5270,MANGO BOTTLING INC,7849,Tooters Apple-tini 15 Pk,7.8,375.0,9.99,6224,48547.2,27990.18,53213.37,2302.61,5863.0,1034.42
12546,JIM BEAM BRANDS COMPANY,8694,Skinnygirl Cosmopolitan,7.99,750.0,9.99,6067,48475.33,42564.23,66501.05,4801.69,6095.0,123880.97
4425,MARTIGNETTI COMPANIES,19940,Bogle Petite Sirah,6.57,750.0,10.99,7376,48460.32,45477.73,82941.16,820.73,7384.0,144929.24
3252,E & J GALLO WINERY,31488,Barefoot Chard Cal,3.44,750.0,6.29,14081,48438.64,30052.05,83466.23,1590.43,14227.0,61966.91
12546,JIM BEAM BRANDS COMPANY,8619,Canadian Club,4.4,375.0,6.99,10995,48378.0,49531.61,70083.97,4314.44,11003.0,123880.97
9552,M S WALKER INC,4878,Allens Coffee Brandy,4.92,750.0,6.99,9830,48363.6,40627.87,69339.16,7746.55,9834.0,55551.82
2561,EDRINGTON AMERICAS,2532,The Macallan 12 Yr Old,96.89,1750.0,134.99,499,48348.11,62402.57,89686.65,1167.35,635.0,9654.5
3960,DIAGEO NORTH AMERICA INC,1891,Oban 18 Yr Single Malt,79.99,750.0,99.99,603,48233.97,43165.8,56854.46,436.76,554.0,257032.07
10754,PERFECTA WINES,13638,Charles Smith Velvet Dev Mer,8.27,750.0,11.99,5827,48189.29,34670.04,65347.5,617.61,5550.0,28720.52
4425,MARTIGNETTI COMPANIES,24503,Far Niente Chard Napa,47.29,750.0,69.99,1019,48188.51,28861.81,60369.23,97.78,877.0,144929.24
8352,LUXCO INC,3887,Wolfschmidt Vodka 80 Proof,8.65,1750.0,10.99,5570,48180.5,49005.48,79360.31,12257.01,6669.0,10261.6
3960,DIAGEO NORTH AMERICA INC,2591,Cardhu Scotch,29.4,750.0,43.99,1637,48127.8,54802.77,66515.93,1267.49,1607.0,257032.07
3252,E & J GALLO WINERY,35664,Redwood Creek Cab Svgn Cal,6.5,1500.0,9.99,7389,48028.5,42669.49,80207.1,1786.71,7990.0,61966.91
8004,SAZERAC CO INC,5218,Chila Orchata Cinnamon Cream,10.68,750.0,13.99,4490,47953.2,44809.97,65291.33,3677.88,4667.0,50293.62
1128,BROWN-FORMAN CORP,16828,Korbel Organic Brut,8.66,750.0,12.99,5534,47924.44,34073.54,71140.53,595.79,5347.0,68601.68
660,SAZERAC NORTH AMERICA INC.,7293,Chi Chi's Skinny Margarita,5.96,1750.0,8.99,8034,47882.64,41005.27,66192.2,14479.88,7880.0,17932.33
9165,ULTRA BEVERAGE COMPANY LLP,2906,Usquaebach Old Rare Whisky,72.99,750.0,109.99,656,47881.44,45775.45,55884.44,438.65,556.0,68054.7
8112,MOET HENNESSY USA INC,942,Glenmorangie Nectar D'Or,45.45,750.0,64.99,1052,47813.4,51741.82,62668.1,780.83,990.0,48347.26
3664,WILLIAM GRANT & SONS INC,4197,Sailor Jerry Spiced Rum Trav,13.07,750.0,18.99,3656,47783.92,48526.06,60671.99,2760.62,3501.0,30234.42
3960,DIAGEO NORTH AMERICA INC,3335,Tanqueray Sterling Vodka,8.14,750.0,10.99,5868,47765.52,30991.8,69401.85,4977.53,6315.0,257032.07
12546,JIM BEAM BRANDS COMPANY,2800,Laphroaig 15 Yr Single Malt,59.69,750.0,81.99,800,47752.0,63508.24,74140.94,714.7,906.0,123880.97
4425,MARTIGNETTI COMPANIES,33032,Rombauer El Dorado Znfdl,19.3,750.0,29.99,2469,47651.7,36721.37,79686.36,309.84,2780.0,144929.24
5270,MANGO BOTTLING INC,7931,Tooters Blu-D Kamikazi 15 Pk,6.47,375.0,9.99,7362,47632.14,29000.13,63035.75,2721.01,6925.0,1034.42
4425,MARTIGNETTI COMPANIES,43877,Duckhorn Svgn Bl Napa,17.64,750.0,27.99,2700,47628.0,32039.3,62877.99,255.98,2301.0,144929.24
653,STATE WINE & SPIRITS,13303,Plungerhead Znfdl Lodi,8.96,750.0,12.99,5311,47586.56,40369.36,70100.23,552.7,4977.0,8014.98
8352,LUXCO INC,6495,Exotico Blanco Tequila,11.02,750.0,13.99,4317,47573.34,40965.52,54131.93,3080.24,3907.0,10261.6
6359,OLE SMOKY DISTILLERY LLC,1715,Ole Smoky Apple Pie Moonshne,13.76,750.0,19.99,3455,47540.8,47699.8,65401.38,2728.73,3462.0,1922.0
9552,M S WALKER INC,5333,Jenkins Amaretto,8.65,1750.0,12.99,5488,47471.2,45415.81,70351.21,10069.57,5479.0,55551.82
4425,MARTIGNETTI COMPANIES,41990,Heitz Cab Svgn Napa,35.48,750.0,54.99,1337,47436.76,39077.8,66262.76,135.81,1224.0,144929.24
9165,ULTRA BEVERAGE COMPANY LLP,5833,Patron Roca Silver Tequila,50.77,750.0,64.99,934,47419.18,53972.09,60981.06,705.52,894.0,68054.7
3960,DIAGEO NORTH AMERICA INC,5872,Godiva Chocolate Liqueur,2.32,50.0,2.99,20416,47365.12,24227.97,59593.69,1029.37,19931.0,257032.07
7245,PROXIMO SPIRITS INC.,3791,Jose Cuervo Especial Silver,6.56,375.0,10.99,7217,47343.52,56156.58,74423.91,2785.79,7109.0,38994.78
8352,LUXCO INC,7994,Stock Italian Sweet Vermouth,7.93,1500.0,9.99,5969,47334.17,36811.42,58873.8,9466.9,6020.0,10261.6
9815,WINE GROUP INC,24303,Cupcake Black Forest,4.99,750.0,8.99,9483,47320.17,25546.91,63883.71,958.14,8579.0,27100.41
7245,PROXIMO SPIRITS INC.,3183,Jose Cuervo Tradicional Slvr,13.7,750.0,18.49,3446,47210.2,55898.77,66976.49,2721.73,3451.0,38994.78
4425,MARTIGNETTI COMPANIES,29431,Clos du Val Cab Svgn Napa,19.86,750.0,34.99,2376,47187.36,51174.17,100738.66,348.84,3134.0,144929.24
4425,MARTIGNETTI COMPANIES,26280,Chalone Estate Grown Chard,10.66,750.0,15.99,4420,47117.2,16277.82,41126.28,287.06,2572.0,144929.24
9552,M S WALKER INC,37401,Excelsior S Afr Cab Svgn,5.26,750.0,8.99,8946,47055.96,27244.86,69759.09,948.25,8491.0,55551.82
1392,CONSTELLATION BRANDS INC,3875,Svedka Cucumber Lime Vodka,10.31,750.0,12.99,4564,47054.84,23117.56,40197.35,2808.38,3565.0,79528.99
4380,CHARLES JACQUIN ET CIE INC,3524,Pravda Polish Vodka,14.7,750.0,19.99,3201,47054.7,46162.11,63161.2,2467.43,3130.0,1675.39
1392,CONSTELLATION BRANDS INC,2830,Serpent's Bite Cider Whiskey,10.44,750.0,15.99,4507,47053.08,36957.6,52677.26,2974.56,3774.0,79528.99
